-1	qid:1	1:0	2:11.434075	3:13.923245	4:0	5:13.337366	6:7.407669	7:9.361648	8:0	# My Death My Decision logo.png	cs|.my
1	qid:1033	1:0	2:23.42692	3:5.557982	4:23.522823	5:31.236206	6:22.1899	7:0	8:0	# Lebron James (8292576621).jpg	en|lebron james
1	qid:1033	1:0	2:24.180634	3:5.052161	4:0	5:33.253887	6:5.8009872	7:0	8:0	# LeBron James 2012 (4).jpg	en|lebron james
-1	qid:1033	1:0	2:0	3:0	4:18.378971	5:24.751657	6:0	7:14.269853	8:0	# Cat in bathub 2014-01-18 18-00.jpg	en|lebron james
1	qid:1033	1:0	2:24.293789	3:7.005219	4:0	5:34.10636	6:7.488603	7:0	8:0	# LeBron James and James Harden.jpg	en|lebron james
1	qid:1033	1:0	2:24.15028	3:6.276654	4:0	5:31.869204	6:25.897266	7:0	8:0	# LeBron James 3408968580.jpg	en|lebron james
-1	qid:1034	1:16.19891	2:18.665928	3:0	4:0	5:21.848839	6:26.43247	7:22.752346	8:0	# LeetCode Logo 1.png	en|Leetcode
-1	qid:1035	1:0	2:9.850792	3:0	4:0	5:13.11349	6:19.64175	7:0	8:0	# Commandant Vliegbasis Leeuwarden Kolonel Denny Traas.jpg	en|Leeuwarden winter
1	qid:1036	1:0	2:22.849302	3:30.504486	4:0	5:18.207926	6:36.913044	7:0	8:0	# Leïla Slimani no Fronteiras do Pensamento São Paulo 2018 (28071292577).jpg	en|leila slimani
1	qid:1036	1:0	2:33.56167	3:27.149574	4:0	5:0	6:32.43961	7:0	8:0	# Leïla Slimani.jpg	en|leila slimani
1	qid:1036	1:0	2:21.504084	3:28.652203	4:0	5:16.476143	6:36.33727	7:0	8:0	# Leïla Slimani no Fronteiras do Pensamento Porto Alegre 2018 (42040363055).jpg	en|leila slimani
1	qid:1036	1:0	2:31.908096	3:31.041328	4:0	5:21.100245	6:38.550934	7:0	8:0	# Leïla Slimani (cropped).jpg	en|leila slimani
1	qid:1036	1:0	2:22.717705	3:30.176426	4:0	5:18.163431	6:36.60904	7:0	8:0	# Leïla Slimani no Fronteiras do Pensamento São Paulo 2018 (28071293477).jpg	en|leila slimani
1	qid:1036	1:0	2:32.676598	3:30.19256	4:0	5:41.43232	6:39.957283	7:0	8:0	# Leila-Slimani 09.jpg	en|leila slimani
1	qid:1037	1:0	2:13.07921	3:10.71672	4:0	5:15.534387	6:14.81105	7:12.331819	8:0	# Lenin Prize.png	en|lenin
-1	qid:1037	1:0	2:0	3:0	4:0	5:0	6:7.67707	7:14.586965	8:0	# Monasterio de San Miguel de los Reyes..jpg	en|lenin
-1	qid:1037	1:10.5813465	2:13.077165	3:0	4:0	5:15.6580105	6:9.498243	7:4.6350393	8:0	# Lenin Raghuvanshi.jpg	en|lenin
1	qid:1037	1:0	2:0	3:7.0991735	4:0	5:0	6:0	7:0	8:13.085676	# Ленин в Разливе 1.jpg	en|lenin
-1	qid:1037	1:0	2:0	3:0	4:0	5:0	6:10.536505	7:10.817328	8:0	# Lagartija en flor.jpg	en|lenin
0	qid:1037	1:0	2:13.013656	3:12.086392	4:0	5:15.660956	6:13.042849	7:0	8:0	# Lenin Dneprodzerzhinsk.JPG	en|lenin
-1	qid:1037	1:0	2:13.013656	3:0	4:0	5:15.660956	6:0	7:0	8:0	# Lenin-lake.jpg	en|lenin
-1	qid:1037	1:0	2:12.918058	3:11.566204	4:0	5:16.148628	6:16.37318	7:0	8:0	# Trotsky - Lenin (incl. Nationalism in Lenin, 1925, cover).jpg	en|lenin
1	qid:1037	1:0	2:12.588279	3:11.607396	4:0	5:16.106712	6:16.546556	7:0	8:0	# Lenin monument in Konakovo, Lenin prospekt. Tver region, Russia.jpg	en|lenin
1	qid:1037	1:8.091903	2:0	3:14.19401	4:0	5:0	6:11.76293	7:12.26396	8:13.082402	# VladimirUlyanovLenin.JPG	en|lenin
-1	qid:1038	1:0	2:8.945176	3:18.51421	4:0	5:0	6:12.752159	7:0	8:0	# Fachada sur, Catedral de León.jpg	cs|Leon_James
-1	qid:1038	1:0	2:10.085172	3:17.273838	4:0	5:0	6:8.679979	7:3.7288961	8:0	# Leon catedral planta.png	cs|Leon_James
-1	qid:1038	1:0	2:8.579508	3:18.829845	4:0	5:0	6:12.887385	7:0	8:0	# Campos de Castilla, y León, imgn031.jpg	cs|Leon_James
-1	qid:1038	1:0	2:8.896579	3:19.013607	4:0	5:0	6:12.677575	7:0	8:0	# León desde el Camino imgn01.jpg	cs|Leon_James
1	qid:1039	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.886988	# Escrimeurs contemporains - groupe de Haiti.jpg	en|Léon_Thiércelin
1	qid:104	1:0	2:15.147196	3:11.451303	4:0	5:17.716196	6:0	7:0	8:0	# Seascape (Aivazovsky - 1871).jpg	en|Aivazovsky
1	qid:104	1:0	2:0	3:16.060053	4:0	5:0	6:0	7:14.946074	8:13.546503	# Po vodam.jpg	en|Aivazovsky
0	qid:104	1:0	2:16.010422	3:12.692669	4:0	5:18.724596	6:0	7:0	8:0	# Moonlit Night (Aivazovsky).jpg	en|Aivazovsky
1	qid:104	1:0	2:18.93144	3:17.261835	4:0	5:21.656433	6:17.125776	7:0	8:0	# Aivazovsky - Aivazovsky with friends.jpg	en|Aivazovsky
1	qid:104	1:0	2:13.845076	3:13.34368	4:0	5:0	6:21.452383	7:0	8:0	# Trebizond in 1888 Ivan Aivazovsky.jpg	en|Aivazovsky
1	qid:104	1:0	2:14.090276	3:15.977702	4:13.863664	5:19.742691	6:19.805918	7:0	8:0	# Museum 4Y1A1469 Aivazovsky (34539647110).jpg	en|Aivazovsky
1	qid:104	1:0	2:0	3:16.259602	4:0	5:0	6:10.163605	7:0	8:0	# Aivasovsky Ivan Constantinovich maria in storm 1892 IBI.jpg	en|Aivazovsky
1	qid:104	1:0	2:13.679019	3:6.7969847	4:0	5:14.643291	6:18.55374	7:0	8:0	# Aivazovsky, Ivan - The Ninth Wave.jpg	en|Aivazovsky
1	qid:104	1:0	2:16.32097	3:0	4:0	5:20.038813	6:13.457236	7:0	8:0	# Aivazovsky Ninth Wave.png	en|Aivazovsky
1	qid:1040	1:0	2:26.038408	3:0	4:0	5:38.44871	6:29.127989	7:20.68187	8:13.227083	# Leonardo da Vinci 043-mod.jpg	en|leonardo da vinci
0	qid:1040	1:0	2:25.439793	3:21.032942	4:0	5:37.65977	6:28.919619	7:0	8:13.879716	# Leonardo da vinci, s. girolamo.JPG	en|leonardo da vinci
1	qid:1040	1:0	2:20.00922	3:17.124992	4:16.412024	5:33.385094	6:28.497015	7:0	8:14.390541	# Leonardo da Vinci or Boltraffio (attrib) Salvator Mundi circa 1500.jpg	en|leonardo da vinci
1	qid:1040	1:23.786087	2:16.030197	3:18.916655	4:0	5:22.097744	6:32.851414	7:31.963005	8:0	# Da Vinci Vitruve Luc Viatour.jpg	en|leonardo da vinci
-1	qid:1040	1:0	2:0	3:0	4:0	5:0	6:23.420124	7:0	8:13.09408	# Nude Mona Lisa - Primoli Version,Rome.jpg	en|leonardo da vinci
1	qid:1040	1:0	2:23.210732	3:16.095291	4:0	5:36.766556	6:32.682377	7:0	8:13.53755	# Leonardo da Vinci - presumed self-portrait - lossless.png	en|leonardo da vinci
1	qid:1040	1:29.19476	2:0	3:16.27545	4:0	5:0	6:0	7:37.399956	8:0	# Raffael 067.jpg	en|leonardo da vinci
0	qid:1040	1:0	2:25.223618	3:27.235353	4:0	5:37.429455	6:27.985512	7:0	8:0	# Leonardo da Vinci a Viareggio.JPG	en|leonardo da vinci
1	qid:1040	1:0	2:14.888856	3:14.661594	4:14.777119	5:23.618221	6:37.00784	7:0	8:13.532678	# Da Vinci Studies of Embryos Luc Viatour.jpg	en|leonardo da vinci
1	qid:1040	1:0	2:14.38009	3:25.720337	4:0	5:20.585167	6:35.419422	7:38.073227	8:0	# Da Vinci Vitruve Luc Viatour colouradjusted crop240.png	en|leonardo da vinci
0	qid:1041	1:0	2:30.390415	3:32.993107	4:0	5:47.109535	6:44.54343	7:36.162346	8:0	# Église de Lépin-le-Lac (intérieur).JPG	ceb|Lépin-le-Lac
1	qid:1041	1:0	2:31.192225	3:31.839102	4:0	5:47.441463	6:37.339073	7:0	8:0	# 73145-Lépin-le-Lac-Sols.png	ceb|Lépin-le-Lac
1	qid:1041	1:0	2:31.46601	3:32.2942	4:0	5:47.799644	6:39.906208	7:0	8:0	# 73145-Lépin-le-Lac - Localisation.png	ceb|Lépin-le-Lac
1	qid:1041	1:0	2:31.46601	3:32.2942	4:0	5:47.799644	6:38.633022	7:0	8:0	# 73145-Lépin-le-Lac-Géologie.png	ceb|Lépin-le-Lac
1	qid:1042	1:0	2:33.111763	3:35.92517	4:0	5:0	6:38.483704	7:0	8:0	# 032 Leptobryum pyriforme nashigoke.jpg	ceb|Leptobryum_pyriforme
1	qid:1043	1:0	2:32.056908	3:35.55684	4:0	5:0	6:35.015305	7:0	8:0	# Leptosema anomalum habit.jpg	vi|Leptosema_anomalum
1	qid:1043	1:0	2:33.416893	3:36.787235	4:0	5:0	6:36.36829	7:0	8:0	# Leptosema anomalum plant.jpg	vi|Leptosema_anomalum
1	qid:1044	1:0	2:0	3:25.142385	4:0	5:0	6:15.975352	7:0	8:0	# Map commune FR insee code 28144.png	ceb|Les_Étilleux
1	qid:1044	1:0	2:0	3:13.400395	4:0	5:0	6:0	7:0	8:14.383589	# Eglise Notre-Dame des Etilleux.jpg	ceb|Les_Étilleux
1	qid:1044	1:0	2:6.7867813	3:0	4:0	5:0	6:6.976618	7:0	8:14.37924	# Le Grand Fresnay Les Etilleux.jpg	ceb|Les_Étilleux
-1	qid:1045	1:0	2:0	3:23.6179	4:0	5:0	6:0	7:0	8:0	# Épis pinacle (Le Plantier de Costebelle).jpg	ceb|Les_Plantiers
1	qid:1046	1:0	2:10.987021	3:18.36082	4:0	5:0	6:8.7369	7:0	8:14.336822	# 02-Eglise Saint-Almire des Roches-l'eveque.jpg	ceb|Les_Roches-l'Évêque
1	qid:1046	1:0	2:30.710697	3:36.72888	4:0	5:16.77729	6:38.054592	7:0	8:0	# 41192-Les Roches-l'Évêque-Zone inondable.png	ceb|Les_Roches-l'Évêque
0	qid:1046	1:0	2:11.098947	3:17.727552	4:0	5:0	6:8.888323	7:0	8:14.316498	# 01-Eglise Saint-Almire des Roches-l'eveque.jpg	ceb|Les_Roches-l'Évêque
1	qid:1047	1:0	2:33.3585	3:35.89761	4:0	5:50.116188	6:33.142273	7:0	8:0	# Lestiac-sur-Garonne Limite communale.jpg	vi|Lestiac-sur-Garonne
1	qid:1047	1:0	2:23.512033	3:28.13461	4:0	5:31.028706	6:29.246252	7:0	8:0	# Lestiac-sur-Garonne03.jpg	vi|Lestiac-sur-Garonne
1	qid:1047	1:0	2:29.973251	3:32.318848	4:0	5:47.453445	6:36.801758	7:0	8:0	# Lestiac-sur-Garonne - Eglise Notre-Dame - 05.jpg	vi|Lestiac-sur-Garonne
1	qid:1047	1:0	2:32.684734	3:32.458824	4:0	5:49.152397	6:41.312637	7:0	8:0	# Lestiac-sur-Garonne Mémorial Résistants.jpg	vi|Lestiac-sur-Garonne
1	qid:1048	1:0	2:25.198444	3:23.762028	4:0	5:0	6:26.439861	7:0	8:0	# Kunovice, Letecké muzeum 2.jpg	cs|Letecké_muzeum
-1	qid:1049	1:0	2:0	3:0	4:8.405435	5:7.707875	6:0	7:0	8:0	# Tomar, Convento de Cristo, Portal da Igreja (02).jpg	en|library
1	qid:1049	1:0	2:6.0687556	3:2.2923043	4:0	5:8.195992	6:3.9242098	7:0	8:0	# New York Public Library, Manhattan, New York (7237731276).jpg	en|library
1	qid:1049	1:0	2:3.7138104	3:3.9462042	4:0	5:6.129741	6:3.6452181	7:0	8:0	# The Enoch Pratt Free Library, located in Baltimore, Maryland, is one of the oldest free public libraries in the United States LCCN2012630201.tif	en|library
1	qid:1049	1:0	2:6.417944	3:3.9674895	4:0	5:8.471452	6:2.466276	7:0	8:0	# Chita City Central Library bookshelves ac (2).jpg	en|library
1	qid:1049	1:0	2:0	3:0	4:0	5:0	6:2.0060372	7:0	8:10.656688	# Bibliothèque humaniste de Sélestat 21 janvier 2014-97.jpg	en|library
1	qid:1049	1:0	2:7.896854	3:1.9065312	4:0	5:10.154954	6:2.8946815	7:0	8:0	# Duke Humfrey's Library Interior 5, Bodleian Library, Oxford, UK - Diliff.jpg	en|library
0	qid:1049	1:8.570748	2:7.9322934	3:0	4:0	5:9.397579	6:3.2468872	7:5.289067	8:0	# Free Library (3).jpg	en|library
1	qid:1049	1:0	2:5.114593	3:0	4:0	5:7.4487414	6:4.054094	7:0	8:0	# Okinawan librarians visit, exchange at Camp Foster library 160712-M-PC671-252.jpg	en|library
0	qid:1049	1:0	2:7.4912896	3:0	4:0	5:9.1599455	6:2.0878336	7:0	8:0	# Library of Congress (97970).jpg	en|library
1	qid:1049	1:0	2:6.385097	3:1.1109385	4:0	5:8.669297	6:3.1426215	7:0	8:0	# Guest Memorial Library, Dowlais, Merthyr Tydfil - Wide.jpg	en|library
-1	qid:105	1:0	2:20.220343	3:9.202728	4:0	5:0	6:18.987633	7:0	8:0	# Alan Williams turret, Builth Wells.jpeg	en|Alan_Wells
-1	qid:105	1:0	2:11.309493	3:16.637379	4:0	5:0	6:9.119133	7:0	8:0	# Alan Vanden-Bempde-Johnston.jpg	en|Alan_Wells
-1	qid:105	1:10.493756	2:12.592269	3:10.460101	4:0	5:0	6:5.958404	7:10.156991	8:0	# Alan Tait.png	en|Alan_Wells
-1	qid:105	1:9.330148	2:10.005721	3:3.636073	4:10.064628	5:0	6:7.0258355	7:9.548037	8:0	# Alan Bean NASA portrait (S69-38859).jpg	en|Alan_Wells
1	qid:1050	1:0	2:11.286166	3:7.877918	4:0	5:0	6:10.485326	7:0	8:11.617645	# London MMB »1E6 Lightning.jpg	en|lightning
1	qid:1050	1:0	2:11.973438	3:0	4:0	5:14.070317	6:15.341712	7:0	8:0	# Daytona Lightning (186184267).jpeg	en|lightning
1	qid:1050	1:10.517584	2:0	3:9.138199	4:0	5:0	6:7.574287	7:7.2129683	8:12.275649	# 004 2018 05 14 Extremes Wetter.jpg	en|lightning
1	qid:1050	1:0	2:0	3:6.489096	4:0	5:0	6:7.274997	7:0	8:12.356919	# Funkturm Arsenal Blitze.jpg	en|lightning
-1	qid:1050	1:8.535335	2:0	3:0	4:0	5:0	6:8.66421	7:12.128659	8:0	# Tokyo Christmas eve.jpg	en|lightning
-1	qid:1050	1:0	2:12.842163	3:9.940034	4:0	5:15.039216	6:0	7:0	8:0	# Lightning Talks.jpg	en|lightning
-1	qid:1050	1:0	2:0	3:14.155711	4:0	5:0	6:0	7:0	8:0	# F35ctolstores.jpg	en|lightning
0	qid:1050	1:0	2:9.120602	3:11.175802	4:0	5:12.214632	6:0	7:0	8:11.924446	# Lightning at thunderstorm from Spandauer-See-Brücke 127.tif	en|lightning
1	qid:1050	1:0	2:0	3:14.751989	4:0	5:0	6:9.421422	7:0	8:0	# Relampago del catatumbo observado desde bachaquero-3.jpg	en|lightning
1	qid:1050	1:0	2:11.3713875	3:6.2086964	4:10.304673	5:0	6:11.846374	7:0	8:0	# Cloud to Ground Lightning.jpg	en|lightning
1	qid:1051	1:0	2:30.91045	3:14.976839	4:0	5:0	6:36.817966	7:0	8:0	# Limonia indigena (50572568998).jpg	vi|Limonia_indigena
0	qid:1052	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:10.306314	# 2014-04-10 17-07-46 vesoul.jpg	en|lion
-1	qid:1052	1:0	2:8.178321	3:0	4:0	5:11.030519	6:14.039868	7:0	8:0	# Figure, foo lion (AM 1934.316-5).jpg	en|lion
1	qid:1052	1:10.967749	2:0	3:0	4:0	5:0	6:12.1861925	7:8.4960785	8:10.366784	# LRMEXPORT56291351951533420200512071036698.jpg	en|lion
-1	qid:1052	1:0	2:8.983681	3:9.002885	4:10.007945	5:12.62524	6:10.590904	7:0	8:0	# Villa Nancy Lion-sur-Mer2.jpg	en|lion
-1	qid:1052	1:0	2:0	3:6.193404	4:0	5:0	6:12.595595	7:0	8:0	# Charging Leopard-001.JPG	en|lion
1	qid:1052	1:0	2:10.142854	3:7.5208435	4:0	5:11.954804	6:7.302288	7:0	8:0	# Lion of Nectanebo2.jpg	en|lion
1	qid:1052	1:6.7456937	2:10.142854	3:0	4:0	5:11.954804	6:0	7:7.891266	8:10.456539	# Lion Buffalo-6.jpg	en|lion
-1	qid:1052	1:0	2:0	3:0	4:0	5:0	6:9.778629	7:15.600078	8:0	# Walk again con mess.png	en|lion
1	qid:1052	1:0	2:10.025479	3:6.5477505	4:0	5:12.170844	6:10.679861	7:0	8:10.422018	# Young Lion Mara.JPG	en|lion
0	qid:1053	1:0	2:0	3:17.255867	4:0	5:0	6:6.8017187	7:0	8:0	# Pierre andre.0.miquel.jpg	en|lion couchant
-1	qid:1053	1:0	2:0	3:0	4:0	5:0	6:9.288071	7:0	8:0	# ThomasRidgeway Died1598 StSavioursChurch TorMohun Devon 2017Photo.PNG	en|lion couchant
-1	qid:1053	1:0	2:20.212704	3:0	4:0	5:30.832474	6:30.4622	7:0	8:0	# Red Lion couchant - geograph.org.uk - 723867.jpg	en|lion couchant
1	qid:1053	1:0	2:0	3:25.993309	4:0	5:0	6:21.420393	7:0	8:0	# Wyfold Escutcheon.png	en|lion couchant
-1	qid:1053	1:0	2:8.105519	3:5.5774903	4:0	5:10.671346	6:23.867165	7:0	8:0	# « La Butte du Lion de Waterloo » (XIII).jpg	en|lion couchant
0	qid:1053	1:0	2:21.01753	3:0	4:0	5:29.641893	6:24.390034	7:0	8:0	# Lion Couchant harness pendant (FindID 137910).jpg	en|lion couchant
-1	qid:1054	1:1.4277468	2:0	3:0	4:0	5:0	6:0.32214925	7:1.0514216	8:13.489524	# Virginia Senate District 13 (2011).png	en|List of apps
1	qid:1054	1:0	2:19.547138	3:0	4:0	5:25.695065	6:5.558807	7:0.8896268	8:0	# Apps-Google-Chrome-App-List-icon.png	en|List of apps
-1	qid:1054	1:0	2:21.791363	3:0	4:0	5:26.415533	6:23.372139	7:0	8:0	# Recent Apps List (11502945445).jpg	en|List of apps
-1	qid:1054	1:0	2:2.8304987	3:0	4:0	5:3.527754	6:0.5293782	7:0	8:0	# Gazette of the Governor-General of Taiwan 4308 page 1.jpg	en|List of apps
-1	qid:1054	1:0	2:2.6700106	3:0	4:0	5:3.426635	6:3.8106658	7:0	8:0	# Portrait of Taniguchi Goji by Wada Eisaku (Kagoshima City Museum of Art).jpg	en|List of apps
-1	qid:1054	1:0	2:2.6700106	3:0	4:0	5:3.426635	6:3.7013268	7:0	8:0	# Explosion of Sakurajima (lava) by Kuroda Seiki (Kagoshima City Museum of Art).jpg	en|List of apps
-1	qid:1054	1:0	2:0	3:0	4:0	5:0	6:7.043805	7:14.654443	8:0	# Xee icns.png	en|List of apps
-1	qid:1055	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:13.5486145	# Registro Yucateco Tomo Cuatro 1846.png	cs|Literární_časopis
-1	qid:1055	1:0	2:0	3:0	4:0	5:0	6:11.311628	7:0	8:0	# Pismo Jerneja Kopitarja Žigi Zoisu; Dunaj, 2. 12. 1812 (3).jpg	cs|Literární_časopis
1	qid:1056	1:0	2:20.795847	3:27.380957	4:0	5:28.024014	6:21.043041	7:0	8:0	# Little Nemo 1907-09-01.jpg	en|little nemo
1	qid:1056	1:0	2:23.328411	3:21.148582	4:0	5:29.35225	6:0	7:18.152542	8:0	# Little Nemo Dirigeable1.jpg	en|little nemo
-1	qid:1056	1:0	2:0	3:10.326257	4:0	5:0	6:11.056501	7:13.5286255	8:0	# Jerusalem, Small wall 3884.JPG	en|little nemo
1	qid:1056	1:0	2:20.777508	3:27.549086	4:0	5:27.997763	6:20.95135	7:0	8:0	# Little Nemo 1907-12-08.jpg	en|little nemo
1	qid:1056	1:0	2:20.909725	3:19.832222	4:0	5:28.292055	6:17.200602	7:0	8:0	# Little Nemo 1907-09-29.jpg	en|little nemo
1	qid:1056	1:0	2:20.969147	3:27.037539	4:0	5:28.335848	6:22.90076	7:0	8:0	# Little Nemo 1911-04-23.jpg	en|little nemo
1	qid:1056	1:0	2:20.969147	3:0	4:0	5:28.335848	6:22.90076	7:0	8:0	# Little Nemo 1912-01-07.jpg	en|little nemo
1	qid:1056	1:0	2:20.969147	3:0	4:0	5:28.335848	6:22.681889	7:0	8:0	# Little Nemo 1913-07-27.jpg	en|little nemo
1	qid:1056	1:0	2:20.831615	3:20.135223	4:0	5:28.777538	6:0	7:17.48494	8:0	# Little Nemo walking bed detail.jpg	en|little nemo
1	qid:1057	1:0	2:27.531084	3:0	4:0	5:38.052162	6:24.806343	7:0	8:0	# Arthur Rackham Little Red Riding Hood+.jpg	en|little read riding hood
-1	qid:1058	1:6.718008	2:0	3:0	4:0	5:0	6:0	7:9.368873	8:0	# Mitchell's General Store-Columbus AR.jpg	en|little richard
-1	qid:1058	1:0	2:6.383649	3:6.7171087	4:0	5:9.560727	6:18.819725	7:5.261152	8:0	# St.Edith's churchyard, Little Carlton, Lincs. - geograph.org.uk - 108077.jpg	en|little richard
-1	qid:1058	1:0	2:14.829859	3:7.671024	4:0	5:19.359009	6:18.025972	7:0	8:0	# Little Brother illustration by Richard Wilkinson 05.jpg	en|little richard
-1	qid:1058	1:0	2:19.664688	3:0	4:0	5:11.396298	6:13.220303	7:0	8:0	# Little, richard.jpg	en|little richard
-1	qid:1058	1:0	2:14.782355	3:7.6653957	4:0	5:19.309496	6:18.043438	7:0	8:0	# Little Brother illustration by Richard Wilkinson 06.jpg	en|little richard
-1	qid:1058	1:0	2:0	3:12.866085	4:0	5:0	6:6.6886063	7:0	8:0	# 7th Earl of Bridgewater Memorial.jpg	en|little richard
-1	qid:1058	1:0	2:0	3:12.247675	4:0	5:0	6:15.484163	7:5.0634418	8:0	# Forest, Garbat - geograph.org.uk - 1348264.jpg	en|little richard
-1	qid:1058	1:0	2:0	3:0	4:8.110523	5:9.068303	6:15.20565	7:7.9368215	8:0	# Praha, Nerudova (3).jpg	en|little richard
-1	qid:1058	1:0	2:7.31004	3:4.9908385	4:0	5:10.068711	6:18.585972	7:2.3249853	8:0	# Little Says Law - geograph.org.uk - 238607.jpg	en|little richard
-1	qid:1058	1:0	2:0	3:13.938246	4:0	5:0	6:14.800932	7:4.937159	8:0	# Burton Road - geograph.org.uk - 1741717.jpg	en|little richard
-1	qid:1059	1:0	2:9.977096	3:13.285407	4:0	5:0	6:11.63547	7:0	8:0	# Christopher Road Leeds 008.jpg	cs|Live_at_Leeds
-1	qid:1059	1:0	2:9.977096	3:12.348234	4:0	5:0	6:11.63547	7:0	8:0	# Glossop Street Leeds 006.jpg	cs|Live_at_Leeds
-1	qid:1059	1:0	2:9.965235	3:13.281525	4:0	5:0	6:10.780332	7:0	8:0	# Ganton Close Leeds 009.jpg	cs|Live_at_Leeds
0	qid:106	1:0	2:21.472118	3:26.080427	4:0	5:28.84594	6:22.46159	7:0	8:0	# Albert Einstein with Elsa.jpg	en|albert einstein
1	qid:106	1:0	2:0	3:19.065702	4:0	5:0	6:14.207632	7:0	8:12.924204	# Einstein1921 by F Schmutzer 4.jpg	en|albert einstein
-1	qid:106	1:0	2:20.75005	3:24.33363	4:0	5:28.75499	6:30.039719	7:0	8:0	# Albert-Einstein-Bueste in Caputh.JPG	en|albert einstein
1	qid:106	1:14.221427	2:19.4526	3:10.505846	4:0	5:27.968914	6:16.243189	7:17.11914	8:12.44789	# Albert Einstein 1921 by F Schmutzer.jpg	en|albert einstein
1	qid:106	1:0	2:22.070759	3:10.253362	4:0	5:29.100342	6:26.206684	7:0	8:12.361189	# Albert Einstein Head (cropped).jpg	en|albert einstein
-1	qid:106	1:0	2:0	3:24.052452	4:0	5:0	6:0	7:0	8:0	# HAE gravestone.jpg	en|albert einstein
-1	qid:106	1:6.596466	2:7.5857077	3:20.463507	4:13.270834	5:23.382336	6:25.164751	7:8.8193035	8:0	# Albert Einstein's exam of maturity grades (color2).jpg	en|albert einstein
-1	qid:106	1:0	2:9.470721	3:22.050955	4:9.593401	5:12.776714	6:25.907688	7:0	8:0	# Albert Einsteins signature.JPG	en|albert einstein
1	qid:106	1:0	2:15.106338	3:15.363409	4:0	5:0	6:23.931608	7:0	8:0	# Citizen-Einstein.jpg	en|albert einstein
-1	qid:106	1:14.629991	2:17.627184	3:22.161585	4:0	5:26.135674	6:24.825909	7:16.132025	8:12.653024	# ETH Zurich Albert Einstein Locker ( Ank Kumar) 43.jpg	en|albert einstein
-1	qid:1060	1:0	2:0	3:12.686438	4:0	5:0	6:0	7:11.208294	8:0	# PDB 2hrr EBI.jpg	en|liver
-1	qid:1060	1:0	2:0	3:12.514592	4:0	5:0	6:0	7:10.924069	8:0	# PDB 1ya4 EBI.jpg	en|liver
1	qid:1060	1:0	2:13.755282	3:13.250238	4:0	5:16.70102	6:11.262966	7:0	8:14.395912	# Liver (organ)-ar.png	en|liver
-1	qid:1060	1:10.484132	2:0	3:10.197657	4:0	5:0	6:10.679615	7:14.731289	8:0	# Sundae gan.jpg	en|liver
1	qid:1060	1:0	2:12.235728	3:14.663861	4:0	5:15.70486	6:9.554406	7:0	8:0	# Liver 04 Couinaud classification animation.gif	en|liver
-1	qid:1060	1:0	2:11.040656	3:8.609049	4:0	5:14.8276205	6:13.616196	7:0	8:0	# Liver birds, Tower of Victoria Building, Liverpool.jpg	en|liver
-1	qid:1060	1:0	2:14.446774	3:14.595329	4:0	5:17.016504	6:13.447376	7:0	8:0	# Liver Bldg.jpg	en|liver
-1	qid:1060	1:0	2:12.12726	3:14.602683	4:0	5:15.170403	6:13.175066	7:0	8:0	# Royal Liver Building Liverpool 5.jpg	en|liver
-1	qid:1060	1:11.02669	2:0	3:9.831179	4:0	5:0	6:10.160351	7:15.130922	8:0	# Gan and yang.jpg	en|liver
1	qid:1061	1:0	2:22.02428	3:6.8237185	4:0	5:31.422733	6:28.88678	7:0	8:0	# Madinah Airport interior, April 2015.jpg	en|Location madinah airport
-1	qid:1061	1:0	2:7.2287974	3:4.5954885	4:0	5:9.893968	6:21.66315	7:0	8:0	# PRINCE ABDULMOHSIN BIN ABDULAZIZ AIRPORT.1 - panoramio.jpg	en|Location madinah airport
0	qid:1062	1:0	2:13.866561	3:0	4:0	5:0	6:12.079937	7:0	8:0	# NSRW Locust.jpg	en|locust
-1	qid:1062	1:0	2:0	3:0	4:0	5:0	6:0	7:18.445366	8:0	# Saint Mary's Grade School Bloomington, Illinois 1884.jpg	en|locust
0	qid:1062	1:0	2:13.0822	3:15.973765	4:0	5:15.754471	6:13.4936905	7:11.742147	8:0	# Locust Ford Engine.jpg	en|locust
1	qid:1062	1:0	2:13.930794	3:11.061272	4:13.247659	5:17.604658	6:12.391096	7:0	8:0	# Locust storm.jpg	en|locust
-1	qid:1062	1:0	2:13.245559	3:14.608925	4:0	5:16.308958	6:15.964825	7:0	8:0	# Locust Grove Historic District, Locust Grove, GA, US (20).jpg	en|locust
1	qid:1062	1:9.101415	2:0	3:13.746624	4:0	5:0	6:11.674325	7:10.445267	8:0	# Locustana-pardalina.jpg	en|locust
1	qid:1062	1:8.665598	2:12.423029	3:0	4:0	5:15.037497	6:14.571529	7:10.3765	8:13.532678	# Garden locust (Acanthacris ruficornis).jpg	en|locust
-1	qid:1062	1:0	2:12.74496	3:0	4:13.207827	5:14.518876	6:13.197371	7:0	8:0	# Honey- locust trunk.jpg	en|locust
-1	qid:1062	1:0	2:13.18898	3:15.067058	4:0	5:16.219805	6:15.7594	7:0	8:0	# Locust Grove Historic District, Locust Grove, GA, US (10).jpg	en|locust
-1	qid:1062	1:0	2:0	3:14.087741	4:0	5:0	6:11.390844	7:0	8:0	# Thorn P7290051.jpg	en|locust
